t	rollEr	q	u
8.08452415466	2.97	164.178366073	4.92535098218
8.09450602531	4.54	157.28514773	4.71855443189
8.10453796387	6.03	148.52563063	4.45576891889
8.11460804939	7.48	143.990832682	4.31972498047
8.12452292442	8.89	142.210567018	4.26631701053
8.13451313972	10.37	148.144955372	4.44434866116
8.14461803436	11.91	152.401391124	4.57204173371
8.15460515022	13.5	159.205122108	4.77615366325
8.16460514069	15.13	163.000155449	4.89000466347
8.17462110519	16.84	170.727442038	5.12182326113
8.18463802338	18.63	178.697676013	5.36093028038
8.19463300705	20.53	190.095358046	5.70286074138
8.20659303665	22.58	171.404258034	5.14212774101
8.21618509293	24.67	217.888629946	6.53665889839
8.22612500191	26.67	201.209085894	6.03627257682
8.23610401154	28.54	187.393345598	5.62180036794
8.24610304832	30.32	178.017146808	5.34051440425
8.25609302521	32.01	169.169560631	5.07508681893
8.26608300209	33.58	157.157520823	4.71472562469
8.27610397339	35.09	150.683996098	4.52051988294
8.2861161232	36.61	151.815546983	4.55446640949
8.29610109329	38.13	152.228798472	4.56686395415
8.30608701706	39.6	147.207212301	4.41621636902
8.31609010696	41.05	144.95521022	4.34865630661
8.32609200478	42.52	146.972107459	4.40916322376
8.33609008789	44.02	150.028758793	4.5008627638
8.34609913826	45.56	153.860750339	4.61582251018
8.35636711121	47.08	148.033113056	4.44099339169
8.36622595787	48.49	143.018757467	4.290562724
8.37615609169	49.83	134.942793758	4.04828381273
8.38615012169	51.09	126.07526695	3.78225800849
8.39611697197	52.28	119.395793704	3.58187381112
8.40610098839	53.41	113.18090362	3.39542710861
8.41611099243	54.55	113.886067881	3.41658203644
8.42609715462	55.69	114.157969679	3.42473909037
8.43611192703	56.77	107.840693251	3.23522079752
8.44609498978	57.81	104.176446313	3.12529338938
8.45610499382	58.82	100.899060141	3.02697180422
8.46612405777	59.82	99.8097232468	2.9942916974
8.47610807419	60.79	97.1552889483	2.91465866845
8.48609209061	61.81	102.163293533	3.064898806
8.49610209465	62.88	106.893063713	3.2067919114
8.50610399246	63.99	110.978938285	3.32936814855
8.52286911011	65.17	70.3842361842	2.11152708553
8.52988409996	66.37	171.062257418	5.13186772253
8.53969502449	67.53	118.235544107	3.54706632321
8.54962706566	68.53	100.684238322	3.02052714965
8.5596780777	69.34	80.5888995896	2.41766698769
